caption,image_id,funny_score
The main squeeze this Wednesday: 79¢ Medium Classic Frozen Lemonade and Limeade. Snag a refreshing twist on a summer favorite at SONIC.Must mention when ordering. Tax not included. Add-ins cost extra. Cannot be combined with other offers. Offer valid 6/8/16 at participating SONIC Drive-Ins while supplies last.,sonicdrivein_1802,0.0
"Scoot on over and get your hands on ½ price Cheeseburgers made with quality ingredients, all day today at SONIC.Single-patty cheeseburgers only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/31/16 at participating SONIC Drive-Ins while supplies last.#SONIC #Cheeseburger #🍔",sonicdrivein_1803,0.0
Cruise by tomorrow to catch a fresh deal: made-to-order Cheeseburgers for just ½ the price.Single-patty cheeseburgers only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/31/16 at participating SONIC Drive-Ins while supplies last.#SONIC #Cheeseburger #🍔 #✌🏻️,sonicdrivein_1804,0.0
Thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers thru @donorschoose.,sonicdrivein_1805,0.0
"The perks of being an early 🐦: 99¢ Large Drinks at SONIC, every day until 10am. Tax not included. See menu for details.#SONIC #Drink #Morning #RiseAndDine",sonicdrivein_1806,0.0
Thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers thru @donorschoose.,sonicdrivein_1807,0.0
"School’s out for the summer, and today’s 50¢ Corn Dogs are bringin’ the heat. Head over to SONIC and snag some for National End of School Day. 🙌

#SONIC #CornDog #EndOfSchool #☀️ Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/24/16 at participating SONIC Drive-Ins while supplies last.",sonicdrivein_1808,0.0
Kick off summer break with a 50¢ Corn Dog in hand. 🙏 Tag your after school crew and swing by SONIC tomorrow for National End of School Day.#SONIC #CornDog #😎 Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/24/16 at participating SONIC Drive-Ins while supplies last.,sonicdrivein_1809,0.0
Thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers thru @donorschoose.,sonicdrivein_1810,0.0
"From sunrise to 10am, refresh your morning with a Large Drink for just 99¢ at SONIC. Tax not included. See menu for details.#SONIC #Drink #Morning #RiseAndDine",sonicdrivein_1811,0.0
An irresistible array that’ll have you like 💃 Try all 23 flavors of Real Ice Cream Shakes at SONIC.#SONIC #ShakeBreak #Shakes #Shake #ShakeItUp #IceCream,sonicdrivein_1812,0.0
Thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers thru @donorschoose.,sonicdrivein_1813,0.0
Forget a tall drink of water—Frozen Mango Lemonade from SONIC has got @arantzaofficial like 💃 Snag yours at SONIC today! #AmazeYourMouth  #SONIC #Drink #Frozen #Mango #Lemonade,sonicdrivein_1814,0.0
You really can taste the 🎵 in SONIC’s Blue Raspberry Lemonade. Just ask @80Fitz—if you can get a word in edgewise. #AmazeYourMouth #SONIC #Drink #BlueRaspberry #Lemonade,sonicdrivein_1815,0.0
"Frozen Cranberry Limeade @zachking’s new favorite drink. Astound your taste buds at SONIC today!
#SONIC #Drink #Frozen #Cranberry #Lemonade #Limeade #AmazeYourMouth",sonicdrivein_1816,0.0
Join @JulesHough and thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers.,sonicdrivein_1817,0.0
In a pickle about what to order today? Quality Cheeseburgers for ½ price are a no brainer.Must mention when ordering. Limit 5. Includes single-patty SONIC® Cheeseburgers only. Add-ons cost extra. Offer valid 5/11/2016 only at participating locations while supplies last.#SONIC #Cheeseburger #🍔 #😋,sonicdrivein_1818,0.0
"You say tomato, we say tomorrow…snag made-to-order Cheeseburgers for ½ price.Must mention when ordering. Limit 5. Includes single-patty SONIC® Cheeseburgers only. Add-ons cost extra. Offer valid 5/11/2016 only at participating locations while supplies last.#SONIC #Cheeseburger #🍔 #🍅",sonicdrivein_1819,0.0
"This Wednesday, lettuce serve up the dopest deal in the land: ½ price Cheeseburgers made with the freshest ingredients.Must mention when ordering. Limit 5. Includes single-patty SONIC® Cheeseburgers only. Add-ons cost extra. Offer valid 5/11/2016 only at participating locations while supplies last.#SONIC #Cheeseburger #🍔 #😋",sonicdrivein_1820,0.0
Join @EasyMoneySniper and thank a teacher using #ThanksTeach & SONIC will donate up to $1 million to public school teachers.,sonicdrivein_1821,0.0
🎶 Highway to ½ price Wing zone. 🎶 Fly into SONIC for Wingman Day.6 & 12 Piece Boneless Wings only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/5/16 at participating SONIC Drive-Ins while supplies last.#SONIC #BonelessWings #Wingman #🔥,sonicdrivein_1822,0.0
Tag the friend who’d be your wingman any time. Then bring ‘em to SONIC tomorrow for ½ price Boneless Wings.6 & 12 Piece Boneless Wings only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 05/5/16 at participating SONIC Drive-Ins while supplies last.,sonicdrivein_1823,0.0
Join @JulesHough and thank your teacher using #ThanksTeach and SONIC will donate up to $1 million to public school teachers.,sonicdrivein_1824,0.0
Hot diggity! Delicious Dogs from America’s Hot Dog Headquarters are just $1 all day today.Limit 5. Mention when ordering. Includes only 6-inch Chili Cheese Coney and All-American Hot Dogs. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 04/28/16 at participating SONIC Drive-Ins while supplies last.,sonicdrivein_1825,0.0
Go dog go! Hightail it to SONIC for an unstoppable deal at America’s Hot Dog Headquarters. Snag $1 Hot Dogs made with premium beef all day tomorrow.Limit 5. Mention when ordering. Includes only 6-inch Chili Cheese Coney and All-American Hot Dogs. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 04/28/16 at participating SONIC Drive-Ins while supplies last.#SONIC #HotDog #🙌 #HotDogHQ,sonicdrivein_1826,0.0
"Dog-ear this deal: 100% pure beef Hot Dogs with craveable toppings are just $1, all day Thursday at SONIC, America's Hot Dog Headquarters.Limit 5. Mention when ordering. Includes only 6-inch Chili Cheese Coney and All-American Hot Dogs. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 04/28/16 at participating SONIC Drive-Ins while supplies last.#SONIC #HotDog #🌭#HotDogHQ",sonicdrivein_1827,0.0
"Life sure is swell with an Old Fashioned Sweet Cream Soda in hand—and it’s even sweeter when they’re ½ price. Reach for one from 2-4pm, every day at SONIC.#SONIC #OldFashioned #Soda #Drink #HappyHour",sonicdrivein_1828,0.0
"Our NEW Creamery Shakes are flavorful, sweet and deee-licious. Try them for ½ price after 8 pm. #SONIC #ShakeBreak #CreameryShakes #Shakes #IceCream",sonicdrivein_1829,0.0
"Make Happy Hour the 🍒 on top of your afternoon with a sweet deal on our Old Fashioned Sweet Cream Sodas, every day from 2-4pm.#SONIC #OldFashioned #Soda #HappyHour",sonicdrivein_1830,0.0
We’ll keep it short and sweet: our new Old Fashioned Sweet Cream Sodas are the real deal. Swing by from 2-4pm when they’re ½ price.,sonicdrivein_1831,0.0
"Spin your tastebuds right round when SONIC’s tantalizing Old Fashioned Sweet Cream Sodas are ½ price, every day from 2-4pm.

#SONIC #oldfashioned #soda #delicious #drink #happyhour",sonicdrivein_1832,0.0
"Put your money where your mouth is. 💰 All day today, snag ½ price Cheeseburgers made with 100% pure beef and melty cheese.#SONIC #🍔 #TaxDay #🙌 Single-patty cheeseburgers only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 04/18/16 at participating SONIC Drive-Ins while supplies last.",sonicdrivein_1833,0.0
"Tomorrow, grab ½ price Cheeseburgers that are made-to-order with ¼ lb. patties and golden toasted buns.A deal this 🔥 will give you a run for your money.#SONIC #Cheeseburger #🍔 #Taxes Single-patty cheeseburgers only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 04/18/16 at participating SONIC Drive-Ins while supplies last.",sonicdrivein_1834,0.0
Huge thanks to our #WelcomeToBasecamp Coachella friends for making the launch of our #SquareShakes so much fun. Enjoy the party tonight!,sonicdrivein_1835,0.0
Our #SquareShakes squad on point at #coachellavalley 👌,sonicdrivein_1836,0.0
A delicious dessert in the desert #SquareShakes #coachellavalley #nomnomnom,sonicdrivein_1837,0.0
"#SquareShakes are hot at Base Camp Coachella Valley! If you're here, order yours through Instagram ASAP. 🙌🏻",sonicdrivein_1838,0.0
"Today is the day, the #SquareShakes are available for order through Instagram at Base Camp. If you're not in Coachella Valley, take a #ShakeBreak with half price shakes after 8 PM at SONIC",sonicdrivein_1839,0.0
We’re feeding your feed with this Dulce de Leche Square Shake. Get a new Creamery Shake in the same flavor 1/2 price after 8 PM at SONIC. #SquareShakes #ShakeBreak,sonicdrivein_1840,0.0
This Square Shake is modeled after SONIC's Vanilla Bean Creamery Shake. It’s layered with likes. Add your like now and take a #ShakeBreak with 1/2 price shakes after 8 PM. #SquareShakes,sonicdrivein_1841,0.0
"Move over latte art. Inspired by SONIC's Wildberry & Lavender Creamery Shake, this Square Shake is its own masterpiece. Take a #ShakeBreak with 1/2 price shakes after 8 PM. #SquareShakes",sonicdrivein_1842,0.0
"Inspired by SONIC's Bourbon Brown Sugar Creamery Shake, this Square Shake is certainly worth a follow. Take a #ShakeBreak with 1/2 price shakes after 8 PM at SONIC. #SquareShakes",sonicdrivein_1843,0.0
"Inspired by SONIC's Buttered Toffee Creamery Shake, this Square Shake needs no filter at all. Take a #ShakeBreak with 1/2 price shakes after 8 PM at SONIC. #SquareShakes",sonicdrivein_1844,0.0
Rich. Dark. Square. This Square Shake is inspired by SONIC's Dark Chocolate Creamery Shake. Take a #ShakeBreak with 1/2 price shakes after 8 PM. #SquareShakes,sonicdrivein_1845,0.0
Introducing #SquareShakes—the world’s first shakes designed for Instagram! Inspired by SONIC's delicious new Creamery Shakes. Watch the full video by clicking the link in bio.,sonicdrivein_1846,0.0
Introducing #SquareShakes—the world’s first shakes designed for Instagram! Inspired by SONIC's delicious new Creamery Shakes. Watch the full video by clicking the link in bio.,sonicdrivein_1847,0.0
"Get with the times—what’s old is new again! With our Old Fashioned Sweet Cream Sodas, you’ll be on cloud 9. Swing by for Happy Hour when they're 1/2 price from 2-4 pm.
#SONIC #OldFashionedCreamSodas #HappyHour #🙌🏼",sonicdrivein_1848,0.0
"We’re creating a world-first with @ChefJacquesLaMerde. But in the meantime, take a #ShakeBreak with 1/2 price shakes",sonicdrivein_1849,0.0
"Lookin’ for some hot stuff, baby, this evening? At America’s Hot Dog Headquarters, our Chili Cheese Coney and",sonicdrivein_1850,0.0
"You sly dog, you! Sneak in a steal of a deal with $1 Hot Dogs, tomorrow only at America’s Hot Dog Headquarters.",sonicdrivein_1851,0.0
"Hit a 🔥 streak with $1 Hot Dogs. Only this Wednesday, only at America’s Hot Dog Headquarters.",sonicdrivein_1852,0.0
"No matter how you stack it, you’ll get your nom on with the brand new, beyond delicious Buttered Toffee Shake.",sonicdrivein_1853,0.0
All chocolate err’thang. Grab our new Dark Chocolate Shake if you’re craving some richness in your life.,sonicdrivein_1854,0.0
Every dog has its day! Snag all-beef Chili Cheese Coney and All-American Hot Dogs at SONIC for just $1 today only.,sonicdrivein_1855,0.0
It’s gettin’ hot in hurr—must be tomorrow’s 🔥 $1 Hot Dog deal at America’s Hot Dog Headquarters!,sonicdrivein_1856,0.0
"Hot diggity dog, just $1 each?! Hop on over to SONIC on Wednesday for 100% pure beef Hot Dogs with all the toppings.",sonicdrivein_1857,0.0
"It’s about time you snuck in. Give your tastebuds the VIP treatment with the Ultimate Chicken Club, made with premium",sonicdrivein_1858,0.0
🎼 We’ve got that Vanilla Bean classic thing that you like. 🎼,sonicdrivein_1859,0.0
"Find your own pot of gold at SONIC today. Luck isn’t just for the Irish, after all. 🍀

#SONIC #Shakes #StPatricksDay",sonicdrivein_1860,0.0
There’s something indulgent waiting at the end of the #🌈. Come to #SONIC tomorrow and see for yourself. #Shakes,sonicdrivein_1861,0.0
"Whether you’ve got the hots for a simple classic or somethin’ a lil saucy, America’s Hot Dog Headquarters has the deal",sonicdrivein_1862,0.0
"These Hot Dogs are heatin’ up, just like this deal. 🔥",sonicdrivein_1863,0.0
"Dog-ear this deal: 100% pure beef Hot Dogs with craveable toppings are just $1, all day Wednesday at SONIC, America's",sonicdrivein_1864,0.0
…is don’t talk about the 🆕 Ultimate Chicken Club—unless you tell all your friends. Then get your hands on this brioche,sonicdrivein_1865,0.0
Get a lil wild with an unexpected combo that’s surprisingly delightful. Catch a taste of our new Wildberry Lavender,sonicdrivein_1866,0.0
Midas can’t *touch* these buns.,sonicdrivein_1867,0.0
"You say tomato, we say, “Heck yes!” As long it’s atop a 100% pure beef Jr. Deluxe Cheeseburger, sidled by premium",sonicdrivein_1868,0.0
Get more crunch for less green when our premium Jr. Deluxe Cheeseburgers are just 89¢ this Wednesday.,sonicdrivein_1869,0.0
"You gotta know the password. Psst: it’s “bacon.” Head to SONIC and check out the premium all white meat chicken, cheddar",sonicdrivein_1870,0.0
"Gloriously melty, cheesy goodness. BYOBib. Jr. Deluxe Cheeseburgers are only 89¢ all day today, 3/2.",sonicdrivein_1871,0.0
"Alright, here's the dill: all-beef Jr. Deluxe Cheeseburgers with tangy pickles  and alllll the fixins' for just 89¢ at",sonicdrivein_1872,0.0
"Coming soon to SONIC: sweet, indulgent treats meet unexpected flavors with our new Creamery Shakes.",sonicdrivein_1873,0.0
"Mark the cal for a Wednesday meat-up—for 3/2 only, our 100% real beef Jr. Deluxe Cheeseburgers will be a ridiculous 89¢",sonicdrivein_1874,0.0
"For flavor like 💥, pop Honey BBQ Seasoned Jumbo Popcorn Chicken wherever you’re headed.",sonicdrivein_1875,0.0
Our Breakfast Express Combo gets ready in under 2 minutes for just $3.,sonicdrivein_1876,0.0
"When you grab Seasoned Jumbo Popcorn Chicken to go, the flavor Explosion is ON.",sonicdrivein_1877,0.0
-Green Mountain Coffee with 100% Arabica beans 🆕,sonicdrivein_1878,0.0
"By George, we’ve got $1 Hot Dogs! Celebrate President’s Day at SONIC, all day today.",sonicdrivein_1879,0.0
"Tomorrow at SONIC, it’s all about the Washingtons. Come snag $1 Hot Dogs all day.  #SONIC #HotDogs #🌭",sonicdrivein_1880,0.0
"Share the Valentine's Day <3 today by swinging by SONIC, where 2 Can Dine for $9.99.",sonicdrivein_1881,0.0
"Happy Valentine's Day! Celebrate with 2 Can Dine for $9.99, where you and your sweetheart both get what you want.",sonicdrivein_1882,0.0
Tag your best gal pal and wish her a happy Galentine's Day!,sonicdrivein_1883,0.0
"Tag bae and show 'em some love, then get your nom on together with 2 Can Dine for $9.99.",sonicdrivein_1884,0.0
"These Lil’ snacks pack a punch. 👊

Snag Lil’ Doggies and Lil’ Chickies for $1.49 each and get ready for BIG flavor.

#SONIC #🌭 #👊",sonicdrivein_1885,0.0
"Yeah, this flavor is big. Like BURSTING WITH SRIRACHA BIG.",sonicdrivein_1886,0.0
Roll out with our Regular Breakfast Burrito and Green Mountain Coffee in under 2 minutes.,sonicdrivein_1887,0.0
"All the wing ladies! Halftime just got even saucier with ½ price Honey BBQ, Buffalo, and Asian Sweet Chili Boneless",sonicdrivein_1888,0.0
The Boneless Wings at SONIC say it all.,sonicdrivein_1889,0.0
"The 🔑 to success this Sunday: ½ price Honey BBQ, Buffalo, and Asian Sweet Chili Boneless Wings—only 2/7, only at SONIC.",sonicdrivein_1890,0.0
"Winter’s over, but today’s ½ price Cheeseburgers are just beginning—without a shadow of a doubt.",sonicdrivein_1891,0.0
"Celebrate Groundhog Day tomorrow with a deeelish deal: ½ price Cheeseburgers.

Single-patty cheeseburgers only. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 2/2/16 at participating SONIC Drive-Ins while supplies last.

#SONIC #Cheeseburger #🍔",sonicdrivein_1892,0.0
There's no way a groundhog can overshadow this awesome deal. Come to SONIC tomorrow and grab some ½ price Cheeseburgers.,sonicdrivein_1893,0.0
BIG flavor meets BIG competition during ESPN’s Journey to the Tourney.,sonicdrivein_1894,0.0
We gotta know: #TeamTots or #TeamFries? Snag both (and a Cheeseburger or Footlong Coney plus Medium Drinks for 2) for $9,sonicdrivein_1895,0.0
Don’t keep waiting in the wings—this is the last day of Buy 1 Get 1 Free Boneless Wings. Come grab some tonight from 5,sonicdrivein_1896,0.0
"For flavor as 🔥 as your winning streak, pop SONIC’s Sriracha Seasoned Jumbo Popcorn Chicken.",sonicdrivein_1897,0.0
The food you ❤️ at the place you ❤️. Swing by SONIC where  you and a friend can both choose from a Cheeseburger or,sonicdrivein_1898,0.0
"Smile and say, “50¢ Corn Dogs!”",sonicdrivein_1899,0.0
"It’s always cool to be corny with your BFF, but especially tomorrow. Tag your best bud and then come celebrate Best Friends Day with 50¢ Corn Dogs

#SONIC #CornDog #BestFriendsDay #BFFs",sonicdrivein_1900,0.0
"The best things in life are (Buy 1 Get 1) Free, like Honey BBQ Boneless Wings.",sonicdrivein_1901,0.0
"When the group text is poppin’ off, keep your phone screen clean and your hands full of flavor.",sonicdrivein_1902,0.0
"Bundle up with a Cheeseburger or Footlong Coney plus Medium Tots or Fries AND a Medium Drink for you and a friend. We’ll high-five to that!

Tax not included. Add-ons and add-ins cost extra.

#🍔 #🌭 #BFFs #HighFive",sonicdrivein_1903,0.0
"Oh, we’ve got buns, hun. They’re toasted golden, with 100% beef patties and all the fixins' in between.

And these Jr. Deluxe Cheeseburgers are only 79¢ all day today, 1/14.

Please mention when ordering. Limit 5. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 1/14/16 at participating SONIC Drive-Ins while supplies last. 

#SONIC #🍔 #✨",sonicdrivein_1904,0.0
"Gloriously melty, cheesy goodness. BYOBib. Jr. Deluxe Cheeseburgers are only 79¢ all day tomorrow, 1/14.",sonicdrivein_1905,0.0
"Dollar menu? You deserve better—for less. Treat yo’self to real, fresh ingredients in our Jr. Deluxe Cheeseburger for",sonicdrivein_1906,0.0
"Sugar, spice, and everything twice. Asian Sweet Chili Boneless Wings are Buy 1 Get 1 Free, Mondays from 5 pm till close.",sonicdrivein_1907,0.0
Taking “out of pocket” to a whole new level.,sonicdrivein_1908,0.0
Two orders of Buffalo are better than one.,sonicdrivein_1909,0.0
"Today only, knock out winter chill with a hot deal on 50¢ Grilled Cheese at SONIC. Please mention when ordering. Limit 5. Tax & add-ons extra. Only on 12/30.

#Cheesy #GrilledCheese #Sonic #WinterWarme",sonicdrivein_1910,0.0
Winter’s here & we’re in for the long haul. Warm up today with 50¢ Grilled Cheese all day at SONIC! Please mention when,sonicdrivein_1911,0.0
"Things are heating up at Sonic with 50¢ Grilled Cheese! Please mention when ordering. Limit 5. Tax & add-ons extra. Only on 12/30.

#Cheesy #GrilledCheese #Sonic #WinterWarmer",sonicdrivein_1912,0.0
A winter deal that’s built for (snow) ballers on a budget: SONIC Grilled Cheese for just 50¢ all day tomorrow. Please,sonicdrivein_1913,0.0
"A deal worth shouting about: 50¢ Grilled Cheese at SONIC, all day this Wednesday. Please mention when ordering. Limit 5. Tax & add-ons extra. Only on 12/30.

#Cheesy #GrilledCheese #Sonic #WinterWarmer",sonicdrivein_1914,0.0
"Break out your snowshoes, folks. 50¢ Grilled Cheese is coming to SONIC, all day this Wednesday.  Please mention when",sonicdrivein_1915,1.0
"Save the spread for Thursday. Today, Jr. Deluxe Cheeseburgers are just 79¢ all day long.

Please mention when ordering. Limit 5. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 12/23/15 at participating SONIC Drive-Ins while supplies last. 
#🍔 #Burger #Nutcracker #Holiday",sonicdrivein_1916,0.0
"Funny how things just come together when you kick holiday hanger with a Jr. Deluxe Cheeseburger. Tomorrow, they’re just 79¢ all day long.

Please mention when ordering. Limit 5. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 12/23/15 at participating SONIC Drive-Ins while supplies last. 
#🍔 #Burger #Nutcracker #Holiday",sonicdrivein_1917,0.0
"Tomorrow only, you and your crew can come together over Jr. Deluxe Cheeseburgers for just 79¢ each.",sonicdrivein_1918,0.0
"Take a break from holiday mayhem with an always-easy Jr. Deluxe Cheeseburger, just 79¢ all day this Wednesday.",sonicdrivein_1919,0.0
"Funny how things just come together when you kick holiday hanger with a Jr. Deluxe Cheeseburger. This Wednesday, 12/23, they’re just 79¢ all day long.

Please mention when ordering. Limit 5. Tax not included. Add-ons cost extra. Cannot be combined with other offers. Offer valid 12/23/15 at participating SONIC Drive-Ins while supplies last. #🍔 #Burger #Nutcracker #Holiday",sonicdrivein_1920,0.0
Leave the big guy the treat he really wants.,sonicdrivein_1921,0.0
🎶 All I want for dinner is youuu. 🎶 #SONIC #🎶 #Holidays #UltimateChickenSandwich,sonicdrivein_1922,1.0
"They don’t call ‘em hot dogs for nothin’. Warm up for the Winter Solstice with ½ price Footlong Quarter Pound Hot Dogs, ALL day on 12/17.",sonicdrivein_1923,0.0
"Long dogs for the longest night. Celebrate the Winter Solstice with ½ price Quarter Pound Foot Long Hot Dogs, ALL day on 12/17. #SONIC #FLQP #🌭",sonicdrivein_1924,0.0
Winter weather calls for Boneless Wings that bring the heat. Just remember: gloves off before you dig in. All six,sonicdrivein_1925,0.0
Skip the kiss—take a bite instead. #SONIC #bae #UltimateChickenSandwich #😘,sonicdrivein_1926,0.0
"Tis’ the season to bask in the glory of 50¢ corn dogs. Get to Sonic & pick up as many as you can carry, today only.",sonicdrivein_1927,0.0
"Season’s greetings, friends. Tomorrow we’ve got a deal for you that’s worth giving an arm and a leg for. (But you won’t have to ;) 50¢ corn dogs at Sonic! One day only. #SONIC #Corndogs",sonicdrivein_1928,0.0
Don’t miss a single play—snag Buy 1 Get 1 Free Boneless Wings before the game.,sonicdrivein_1929,0.0
Make your meal merry and bright. #SONIC #Holidays #UltimateChickenSandwich,sonicdrivein_1930,0.0
The taste of warmer days is only a bite away with a Footlong Quarter Pound Hot Dog and Tots for $3.99. #SONIC #TBT #FLQP #🌭,sonicdrivein_1931,0.0
No plans for dinner? Just wing it with Buy 1 Get 1 Free Boneless Wings tonight. Join us for Wing Night in America from 5,sonicdrivein_1932,0.0
1/2 Price Cheeseburgers Today Only! A little extra to be thankful for. 🙌,sonicdrivein_1933,0.0
Give thanks for your crew. Tag 'em to share the love. #Sonic #Friendsgiving #UltimateChickenSandwich #🙌,sonicdrivein_1934,0.0
Shake up your typical lunch with the juicy Ultimate Chicken Sandwich. #Sonic #Lunch #Weekend,sonicdrivein_1935,0.0
Make the drive home something to celebrate. #SONIC #MondayMotivation #CakeShake,sonicdrivein_1936,0.0
It's not just the new Ultimate Chicken Sandwich. It's the ultimate meal. #NationalSandwichDay #Sonic #Nom,sonicdrivein_1937,0.0
Our monstrous #Halloween special is alive. 50¢ corn dogs today only. Be afraid to miss it. #fiftycentdogs,sonicdrivein_1938,0.0
The best deal of the year is coming alive for #halloween at SONIC. Plan accordingly.,sonicdrivein_1939,0.0
"Congrats on the win, @easymoneysniper. Keep the #WINgs coming! Link to full video in profile.",sonicdrivein_1940,0.0
"Welcome back @easymoneysniper. Get out there and score lots of points, and stuff. #WelcomeBackKD #WINgs",sonicdrivein_1941,0.0
And eat it too.,sonicdrivein_1942,0.0
"Do you hear that? 1/2 price Slushes are calling your name. Tag your crew, and get to SONIC from 2-4pm.",sonicdrivein_1943,0.0
Sad that Oktoberfest is over? Well Wingtoberfest is going strong! Come on by and enjoy some delicious 1/2 price 6 and 12,sonicdrivein_1944,0.0
You need some Wingtoberfest in your life. 1/2 price 6 and 12 piece Boneless Wings tomorrow.,sonicdrivein_1945,0.0
Pick a cone. Any cone. #Sonic #IceCream #TreatYoself,sonicdrivein_1946,0.0
½ price Slushes from 2-4 pm? Groovy. #TBT,sonicdrivein_1947,0.0
Are you ready for some BOGO?,sonicdrivein_1948,0.0
Ride in today for ½ price slushes during America’s Happy Hour from 2-4 pm.,sonicdrivein_1949,0.0
"You can have your cake and ice cream, too. Try our 3 new flavors: Vanilla Birthday Cake, @OREO Cake, and Strawberry",sonicdrivein_1950,0.0
"Boneless Wings are BAAAAACCCKKKKKKK. With six mouthwatering flavors, you should stop drooling and start eating.",sonicdrivein_1951,0.0
You get one guess as to where you can find ½ price Slushes from 2-4pm every day...,sonicdrivein_1952,0.0
"Awww you have a crush on our Slushes?! You can’t see it, but we’re blushing. Tell your Slush crush you love it with 1/2 price Slushes from 2-4 pm.",sonicdrivein_1953,0.0
"Look down. Not at your feet, look down on your screen. See that? That's 1/2 price today.",sonicdrivein_1954,0.0
"Day off! Time to celebrate. Have your (Ice Cream Birthday) Cake (Shakes and Cones) and eat it, too.",sonicdrivein_1955,0.0
Close your eyes.,sonicdrivein_1956,0.0
"Celebrate Friday the right way with 1/2 price drinks from 2-4 pm, the happiest Happy Hour of the week. #TGIF #Cheers #😀",sonicdrivein_1957,0.0
"Thanks to us, Corn Dogs are only 50¢ today. Thanks to Instagram, you can now drool over them longer than ever. 😋",sonicdrivein_1958,0.0
The Turtle Pecan Master Blast. Resist if you can.,sonicdrivein_1959,0.0
So. many. decisions. #Slush #Delicious #Nom,sonicdrivein_1960,0.0
Variety is the Slush of life. #Nom #Thirsty #Slush #Sonic,sonicdrivein_1961,0.0
Slushes at two? Don't mind if we do. Get yours 1/2 price from 2-4 pm. #Slush #Nom #OnTheTable,sonicdrivein_1962,0.0
A delicious flavor for every day of the week. Get your 1/2 price Slushes from 2-4 pm. #Sonic #Slush #Yum #Thirsty,sonicdrivein_1963,0.0
"Mother Earth, you’re out of this world. You know what else is? 79¢ Slushes all day TODAY! *Limit 4, add-ins extra. Tax",sonicdrivein_1964,0.0
"DREAM LIFE: At the end of every rainbow, there is a delicious Slush. #Slush #Nom #Thirsty #Delicious",sonicdrivein_1965,0.0
Breakfast game strong. 💪 Drinks under $1 before 10 am. #Nom #Yum #Breakfast #Sonic,sonicdrivein_1966,0.0
"It's not a Small Slush. It's a fun-sized Slush. Bring the whole fam for 1/2 price drinks and Slushes from 2-4 pm, and",sonicdrivein_1967,0.0
Brighten up your Monday with a NERDS* Slush. #truth #yum #slush,sonicdrivein_1968,0.0
"Morning Drink Stop is #bae. Seriously, stop here before anything else. #Slush #Yum #Morning #Sonic",sonicdrivein_1969,0.0
"Go, get your Shake on. 1/2 price Shakes after 8 pm",sonicdrivein_1970,0.0
Cherry Limeades never gonna fade. #CherryLimeAde #Yum,sonicdrivein_1971,0.0
Enjoy a rainbow of refreshment. All drinks 1/2 price from 2-4 pm.,sonicdrivein_1972,0.0
Watermelon is always in season at SONIC. Today you've got even more reasons! ​  #NationalWatermelonDay​ + Happy Hour 1/2,sonicdrivein_1973,0.0
Real ice cream #FTW! #FridayFood,sonicdrivein_1974,0.0
We 💙 blue. Way to go moon. No #onceinabluemoon – have a Blue Slush ANYTIME! #bluemoon #blueraspberryslush #oceanwater,sonicdrivein_1975,0.0
Before you make the perfect dog you prepare the perfect ingredients. #doingitright,sonicdrivein_1976,0.0
"🎶 And we allllllll Coke® Float on, alright. 🎶",sonicdrivein_1977,0.0
Fuel Up.,sonicdrivein_1978,0.0
"It’s not about the destination, it’s about the journey. Unless the destination is catching @papertownsmovie & going to",sonicdrivein_1979,0.0
The good kind of lemon.,sonicdrivein_1980,0.0
It's #NationalHotDogDay! Celebrate the right way with a $1 premium beef Chili Cheese Coney or All American Dog.* #Merica,sonicdrivein_1981,0.0
Sometimes in the test kitchen you have a delicious out-of-body experience.,sonicdrivein_1982,0.0
Don't let this day pass you by. #nationalicecreamday #sonicdrivein,sonicdrivein_1983,0.0
#sundaefunday 👍🏼 see what we did there?!? Happy #nationalicecreamday,sonicdrivein_1984,0.0
Stick shift.,sonicdrivein_1985,0.0
"Hands at 10 and 2 when driving. When eating, anything goes. ",sonicdrivein_1986,0.0
"Whipping up the most delicious cone you’ve ever had, no big deal.",sonicdrivein_1987,0.0
"Overdrive.

#SonicEnergy",sonicdrivein_1988,0.0
Let the engine cool down.,sonicdrivein_1989,0.0
